card_name,set,set_name,modern,usd,eur
Scapeshift,m19,Core Set 2019,legal,7.95,8.31
Supreme Phantom,m19,Core Set 2019,legal,2.28,3.17
"Tezzeret, Artifice Master",m19,Core Set 2019,legal,6.27,7.21
"Tezzeret, Cruel Machinist",m19,Core Set 2019,legal,5.06,5.35
Vivien of the Arkbow,m19,Core Set 2019,legal,6.99,4.91
Vivien Reid,m19,Core Set 2019,legal,6.29,8.26
Ancestor Dragon,gs1,Global Series Jiang Yanggu & Mu Yanling,not_legal,0.39,2.63
Jiang Yanggu,gs1,Global Series Jiang Yanggu & Mu Yanling,not_legal,6.10,6.43
Mu Yanling,gs1,Global Series Jiang Yanggu & Mu Yanling,not_legal,5.99,7.85
Gifts Ungiven,ss1,Signature Spellbook: Jace,legal,3.49,2.67
Mystical Tutor,ss1,Signature Spellbook: Jace,not_legal,5.63,2.39
Arcane Artisan,bbd,Battlebond,not_legal,7.97,6.15
Archfiend of Despair,bbd,Battlebond,not_legal,5.99,2.69
Arena Rector,bbd,Battlebond,not_legal,13.53,12.61
Bountiful Promenade,bbd,Battlebond,not_legal,6.59,4.34
Bramble Sovereign,bbd,Battlebond,not_legal,7.66,6.11
Brightling,bbd,Battlebond,not_legal,11.08,10.32
Diabolic Intent,bbd,Battlebond,not_legal,4.98,3.44
Doubling Season,bbd,Battlebond,legal,34.79,25.59
Land Tax,bbd,Battlebond,not_legal,17.67,12.83
Luxury Suite,bbd,Battlebond,not_legal,6.42,4.32
Morphic Pool,bbd,Battlebond,not_legal,8.99,5.10
Mycosynth Lattice,bbd,Battlebond,legal,8.29,3.67
Mystic Confluence,bbd,Battlebond,not_legal,2.92,2.78
"Najeela, the Blade-Blossom",bbd,Battlebond,not_legal,7.51,5.63
Nirkana Revenant,bbd,Battlebond,legal,4.94,3.22
Rowan Kenrith,bbd,Battlebond,not_legal,3.98,2.80
Sea of Clouds,bbd,Battlebond,not_legal,7.66,4.55
Seedborn Muse,bbd,Battlebond,legal,6.17,3.17
Spellseeker,bbd,Battlebond,not_legal,5.37,4.63
Spire Garden,bbd,Battlebond,not_legal,5.06,3.52
True-Name Nemesis,bbd,Battlebond,not_legal,9.95,11.57
Will Kenrith,bbd,Battlebond,not_legal,5.99,6.05
Ash Barrens,cm2,Commander Anthology Volume II,not_legal,1.98,2.16
"Atraxa, Praetors' Voice",cm2,Commander Anthology Volume II,not_legal,15.78,11.41
Blade of Selves,cm2,Commander Anthology Volume II,not_legal,5.18,3.31
Blasphemous Act,cm2,Commander Anthology Volume II,legal,2.49,2.02
Caged Sun,cm2,Commander Anthology Volume II,legal,6.83,3.72
"Damia, Sage of Stone",cm2,Commander Anthology Volume II,not_legal,6.48,2.79
Deepglow Skate,cm2,Commander Anthology Volume II,not_legal,6.50,3.12
Eternal Witness,cm2,Commander Anthology Volume II,legal,7.02,3.94
Fiery Confluence,cm2,Commander Anthology Volume II,not_legal,13.95,13.53
"Gisela, Blade of Goldnight",cm2,Commander Anthology Volume II,legal,4.62,2.44
Grave Pact,cm2,Commander Anthology Volume II,legal,11.35,6.37
Hardened Scales,cm2,Commander Anthology Volume II,legal,4.99,2.93
Kalonian Hydra,cm2,Commander Anthology Volume II,legal,4.61,2.52
Oblivion Stone,cm2,Commander Anthology Volume II,legal,6.21,3.76
"Reyhan, Last of the Abzan",cm2,Commander Anthology Volume II,not_legal,3.83,2.69
Ruby Medallion,cm2,Commander Anthology Volume II,not_legal,5.32,3.10
Scavenging Ooze,cm2,Commander Anthology Volume II,legal,3.04,2.87
The Mimeoplasm,cm2,Commander Anthology Volume II,not_legal,5.06,2.64
Thought Vessel,cm2,Commander Anthology Volume II,not_legal,6.90,3.57
Urza's Incubator,cm2,Commander Anthology Volume II,not_legal,9.95,6.44
Wurmcoil Engine,cm2,Commander Anthology Volume II,legal,20.63,13.66
"Chandra, Bold Pyromancer",dom,Dominaria,legal,3.99,3.93
Goblin Chainwhirler,dom,Dominaria,legal,3.86,3.23
Hinterland Harbor,dom,Dominaria,legal,2.60,2.20
History of Benalia,dom,Dominaria,legal,10.33,9.97
Isolated Chapel,dom,Dominaria,legal,3.02,2.56
Jaya Ballard,dom,Dominaria,legal,3.66,2.72
"Karn, Scion of Urza",dom,Dominaria,legal,26.06,26.47
Lyra Dawnbringer,dom,Dominaria,legal,12.60,10.70
Mox Amber,dom,Dominaria,legal,9.97,8.98
"Muldrotha, the Gravetide",dom,Dominaria,legal,3.30,2.23
"Shalai, Voice of Plenty",dom,Dominaria,legal,2.60,2.55
Steel Leaf Champion,dom,Dominaria,legal,3.45,2.62
Sulfur Falls,dom,Dominaria,legal,4.68,3.74
"Teferi, Hero of Dominaria",dom,Dominaria,legal,45.48,43.79
"Teferi, Timebender",dom,Dominaria,legal,2.99,5.29
Woodland Cemetery,dom,Dominaria,legal,3.92,3.34
Darksteel Plate,ddu,Duel Decks: Elves vs. Inventors,legal,4.63,2.63
Elvish Archdruid,ddu,Duel Decks: Elves vs. Inventors,legal,2.73,2.29
"Ezuri, Renegade Leader",ddu,Duel Decks: Elves vs. Inventors,legal,3.96,2.68
Solemn Simulacrum,ddu,Duel Decks: Elves vs. Inventors,legal,4.91,2.13
"Akroma, Angel of Wrath",a25,Masters 25,legal,2.77,2.03
Ancient Stirrings,a25,Masters 25,legal,2.08,2.20
"Animar, Soul of Elements",a25,Masters 25,not_legal,7.22,7.08
Armageddon,a25,Masters 25,not_legal,2.99,2.11
"Azusa, Lost but Seeking",a25,Masters 25,legal,17.02,13.31
Blood Moon,a25,Masters 25,legal,16.79,18.92
Cascade Bluffs,a25,Masters 25,legal,6.21,6.31
Chalice of the Void,a25,Masters 25,legal,40.42,32.96
Coalition Relic,a25,Masters 25,legal,4.49,3.06
Courser of Kruphix,a25,Masters 25,legal,3.79,3.64
Eidolon of the Great Revel,a25,Masters 25,legal,3.96,5.33
Eladamri's Call,a25,Masters 25,not_legal,2.99,3.00
Ensnaring Bridge,a25,Masters 25,legal,39.15,36.82
Fetid Heath,a25,Masters 25,legal,6.45,6.58
Flooded Grove,a25,Masters 25,legal,5.32,5.21
"Gisela, Blade of Goldnight",a25,Masters 25,legal,3.95,2.81
Imperial Recruiter,a25,Masters 25,not_legal,25.75,25.76
"Jace, the Mind Sculptor",a25,Masters 25,legal,79.71,76.36
Lightning Bolt,a25,Masters 25,legal,2.67,2.60
Master of the Wild Hunt,a25,Masters 25,legal,2.87,2.95
Pact of Negation,a25,Masters 25,legal,9.21,8.05
Pendelhaven,a25,Masters 25,legal,1.99,2.82
Pernicious Deed,a25,Masters 25,not_legal,2.74,2.24
Phyrexian Obliterator,a25,Masters 25,legal,16.63,17.66
Rest in Peace,a25,Masters 25,legal,5.63,5.60
Rishadan Port,a25,Masters 25,not_legal,17.82,22.20
Rugged Prairie,a25,Masters 25,legal,3.49,3.78
Street Wraith,a25,Masters 25,legal,1.99,2.79
Summoner's Pact,a25,Masters 25,legal,4.99,5.97
"Thalia, Guardian of Thraben",a25,Masters 25,legal,9.71,10.83
Twilight Mire,a25,Masters 25,legal,5.87,6.73
Utopia Sprawl,a25,Masters 25,legal,2.82,2.28
Vendilion Clique,a25,Masters 25,legal,18.13,18.70
Vindicate,a25,Masters 25,not_legal,2.84,2.67
"Ghalta, Primal Hunger",prix,Rivals of Ixalan Promos,legal,9.27,5.72
"Angrath, Minotaur Pirate",rix,Rivals of Ixalan,legal,3.15,4.21
"Angrath, the Flame-Chained",rix,Rivals of Ixalan,legal,5.72,4.43
Azor's Gateway // Sanctum of the Sun,rix,Rivals of Ixalan,legal,2.99,3.82
Dire Fleet Daredevil,rix,Rivals of Ixalan,legal,2.49,3.03
"Elenda, the Dusk Rose",rix,Rivals of Ixalan,legal,6.94,4.38
"Ghalta, Primal Hunger",rix,Rivals of Ixalan,legal,8.94,6.53
"Huatli, Radiant Champion",rix,Rivals of Ixalan,legal,5.17,3.74
Jadelight Ranger,rix,Rivals of Ixalan,legal,4.95,4.70
"Journey to Eternity // Atzal, Cave of Eternity",rix,Rivals of Ixalan,legal,1.98,2.05
"Kumena, Tyrant of Orazca",rix,Rivals of Ixalan,legal,5.30,5.63
Polyraptor,rix,Rivals of Ixalan,legal,1.99,2.34
Radiant Destiny,rix,Rivals of Ixalan,legal,3.19,2.25
Rekindling Phoenix,rix,Rivals of Ixalan,legal,21.26,19.58
Tendershoot Dryad,rix,Rivals of Ixalan,legal,3.60,4.08
The Immortal Sun,rix,Rivals of Ixalan,legal,10.32,7.63
Twilight Prophet,rix,Rivals of Ixalan,legal,8.29,6.86
"Vraska, Scheming Gorgon",rix,Rivals of Ixalan,legal,4.35,4.91
Wayward Swordtooth,rix,Rivals of Ixalan,legal,5.02,2.66
"Zacama, Primal Calamity",rix,Rivals of Ixalan,legal,10.26,5.25
Island,ust,Unstable,legal,3.93,2.52
Swamp,ust,Unstable,legal,3.64,2.13
Adaptive Automaton,e02,Explorers of Ixalan,legal,2.71,3.21
Aggravated Assault,e02,Explorers of Ixalan,not_legal,5.36,5.21
Lightning Helix,e02,Explorers of Ixalan,legal,2.04,2.02
Path to Exile,e02,Explorers of Ixalan,legal,6.99,6.10
Quicksilver Amulet,e02,Explorers of Ixalan,legal,4.16,4.88
Shared Animosity,e02,Explorers of Ixalan,legal,5.07,5.39
Time Warp,e02,Explorers of Ixalan,legal,9.99,10.37
"Archangel Avacyn // Avacyn, the Purifier",v17,From the Vault: Transform,legal,4.99,3.81
"Arlinn Kord // Arlinn, Embraced by the Moon",v17,From the Vault: Transform,legal,3.40,2.27
Bloodline Keeper // Lord of Lineage,v17,From the Vault: Transform,legal,9.88,7.58
Delver of Secrets // Insectile Aberration,v17,From the Vault: Transform,legal,9.71,8.10
"Garruk Relentless // Garruk, the Veil-Cursed",v17,From the Vault: Transform,legal,4.30,3.42
Huntmaster of the Fells // Ravager of the Fells,v17,From the Vault: Transform,legal,10.99,9.28
"Jace, Vryn's Prodigy // Jace, Telepath Unbound",v17,From the Vault: Transform,legal,16.67,16.81
"Kytheon, Hero of Akros // Gideon, Battle-Forged",v17,From the Vault: Transform,legal,3.99,3.73
"Liliana, Heretical Healer // Liliana, Defiant Necromancer",v17,From the Vault: Transform,legal,9.67,6.15
"Nissa, Vastwood Seer // Nissa, Sage Animist",v17,From the Vault: Transform,legal,6.92,5.06
Aether Vial,ima,Iconic Masters,legal,33.45,23.87
Ancestral Vision,ima,Iconic Masters,legal,9.74,10.37
Archangel of Thune,ima,Iconic Masters,legal,11.96,10.33
Auriok Champion,ima,Iconic Masters,legal,3.79,3.87
Austere Command,ima,Iconic Masters,legal,4.76,2.71
"Avacyn, Angel of Hope",ima,Iconic Masters,legal,17.39,10.49
Bloodghast,ima,Iconic Masters,legal,11.82,11.16
Consecrated Sphinx,ima,Iconic Masters,legal,12.97,8.82
Cryptic Command,ima,Iconic Masters,legal,21.98,20.44
"Elesh Norn, Grand Cenobite",ima,Iconic Masters,legal,12.75,10.40
Flusterstorm,ima,Iconic Masters,not_legal,12.89,12.76
Glimpse the Unthinkable,ima,Iconic Masters,legal,5.05,4.94
Grove of the Burnwillows,ima,Iconic Masters,legal,12.34,12.95
Horizon Canopy,ima,Iconic Masters,legal,51.94,48.47
"Jin-Gitaxias, Core Augur",ima,Iconic Masters,legal,6.38,4.62
"Kiki-Jiki, Mirror Breaker",ima,Iconic Masters,legal,7.28,5.73
Knight of the Reliquary,ima,Iconic Masters,legal,3.20,3.37
"Kokusho, the Evening Star",ima,Iconic Masters,legal,4.62,3.58
Lotus Cobra,ima,Iconic Masters,legal,5.71,4.22
Magus of the Moon,ima,Iconic Masters,legal,5.49,5.32
Mana Drain,ima,Iconic Masters,not_legal,51.56,39.30
Mishra's Bauble,ima,Iconic Masters,legal,3.56,4.00
Necropotence,ima,Iconic Masters,not_legal,5.49,2.96
Oblivion Stone,ima,Iconic Masters,legal,5.37,3.87
"Ob Nixilis, the Fallen",ima,Iconic Masters,legal,6.49,2.29
Primeval Titan,ima,Iconic Masters,legal,7.61,7.25
Restoration Angel,ima,Iconic Masters,legal,2.17,2.39
Serra Ascendant,ima,Iconic Masters,legal,5.96,5.31
"Sheoldred, Whispering One",ima,Iconic Masters,legal,12.14,7.42
Supreme Verdict,ima,Iconic Masters,legal,3.91,3.90
Thoughtseize,ima,Iconic Masters,legal,14.14,15.05
Thundermaw Hellkite,ima,Iconic Masters,legal,3.37,3.78
Urabrask the Hidden,ima,Iconic Masters,legal,3.35,2.66
"Vorinclex, Voice of Hunger",ima,Iconic Masters,legal,11.70,7.19
Goblin Chieftain,ddt,Duel Decks: Merfolk vs. Goblins,legal,2.87,2.53
Goblin Rabblemaster,ddt,Duel Decks: Merfolk vs. Goblins,legal,3.67,2.98
Master of the Pearl Trident,ddt,Duel Decks: Merfolk vs. Goblins,legal,4.14,4.83
Master of Waves,ddt,Duel Decks: Merfolk vs. Goblins,legal,1.69,2.32
Warren Instigator,ddt,Duel Decks: Merfolk vs. Goblins,legal,2.53,2.61
Carnage Tyrant,xln,Ixalan,legal,18.18,13.64
Dragonskull Summit,xln,Ixalan,legal,3.36,2.45
Drowned Catacomb,xln,Ixalan,legal,5.01,3.59
Field of Ruin,xln,Ixalan,legal,3.37,3.07
"Gishath, Sun's Avatar",xln,Ixalan,legal,2.93,2.33
Glacial Fortress,xln,Ixalan,legal,4.94,3.36
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",xln,Ixalan,legal,5.55,3.74
Hostage Taker,xln,Ixalan,legal,2.73,2.41
"Huatli, Dinosaur Knight",xln,Ixalan,legal,4.40,4.30
"Jace, Ingenious Mind-Mage",xln,Ixalan,legal,4.05,3.76
"Legion's Landing // Adanto, the First Fort",xln,Ixalan,legal,3.06,3.18
Ripjaw Raptor,xln,Ixalan,legal,2.94,2.90
Rootbound Crag,xln,Ixalan,legal,3.36,2.57
"Search for Azcanta // Azcanta, the Sunken Ruin",xln,Ixalan,legal,21.21,17.90
Settle the Wreckage,xln,Ixalan,legal,6.38,5.59
Sorcerous Spyglass,xln,Ixalan,legal,3.01,2.69
Sunpetal Grove,xln,Ixalan,legal,4.53,2.51
Treasure Map // Treasure Cove,xln,Ixalan,legal,2.99,2.59
"Vraska, Relic Seeker",xln,Ixalan,legal,8.45,6.42
Vraska's Contempt,xln,Ixalan,legal,13.09,10.14
Bloodforged Battle-Axe,c17,Commander 2017,not_legal,4.13,2.23
Captivating Vampire,c17,Commander 2017,legal,3.73,3.95
Disrupt Decorum,c17,Commander 2017,not_legal,8.37,5.78
Door of Destinies,c17,Commander 2017,legal,5.15,3.70
Hammer of Nazahn,c17,Commander 2017,not_legal,9.80,5.33
Herald's Horn,c17,Commander 2017,not_legal,12.91,8.78
"Kess, Dissident Mage",c17,Commander 2017,not_legal,6.41,9.33
Kindred Discovery,c17,Commander 2017,not_legal,9.00,7.23
Kindred Dominance,c17,Commander 2017,not_legal,7.22,4.80
Leonin Arbiter,c17,Commander 2017,legal,2.82,2.55
Mirari's Wake,c17,Commander 2017,not_legal,11.03,6.48
"Mirri, Weatherlight Duelist",c17,Commander 2017,not_legal,7.14,2.99
Path of Ancestry,c17,Commander 2017,not_legal,3.49,2.75
"Ramos, Dragon Engine",c17,Commander 2017,not_legal,7.39,4.38
Teferi's Protection,c17,Commander 2017,not_legal,27.99,21.40
The Ur-Dragon,c17,Commander 2017,not_legal,4.65,2.98
Traverse the Outlands,c17,Commander 2017,not_legal,6.99,4.98
Vindictive Lich,c17,Commander 2017,not_legal,2.34,2.07
Crested Sunmare,hou,Hour of Devastation,legal,3.99,3.07
"Nicol Bolas, God-Pharaoh",hou,Hour of Devastation,legal,5.95,4.88
"Nicol Bolas, the Deceiver",hou,Hour of Devastation,legal,4.97,6.24
"Nissa, Genesis Mage",hou,Hour of Devastation,legal,3.76,3.79
Ramunap Excavator,hou,Hour of Devastation,legal,3.85,2.12
"Razaketh, the Foulblooded",hou,Hour of Devastation,legal,6.49,3.35
The Locust God,hou,Hour of Devastation,legal,5.81,4.40
The Scarab God,hou,Hour of Devastation,legal,11.99,8.03
Torment of Hailfire,hou,Hour of Devastation,legal,5.34,2.84
Ramunap Excavator,phou,Hour of Devastation Promos,legal,4.22,3.91
Baleful Strix,e01,Archenemy: Nicol Bolas,not_legal,2.95,2.32
Dragonskull Summit,e01,Archenemy: Nicol Bolas,legal,3.34,2.31
Dreadbore,e01,Archenemy: Nicol Bolas,legal,3.75,2.73
Drowned Catacomb,e01,Archenemy: Nicol Bolas,legal,4.49,3.59
Gideon Jura,e01,Archenemy: Nicol Bolas,legal,3.36,2.59
Grand Abolisher,e01,Archenemy: Nicol Bolas,legal,5.77,3.07
Grim Lavamancer,e01,Archenemy: Nicol Bolas,legal,13.58,8.20
Lightning Bolt,e01,Archenemy: Nicol Bolas,legal,3.17,2.73
"Nicol Bolas, Planeswalker",e01,Archenemy: Nicol Bolas,legal,4.65,2.96
"Nissa, Worldwaker",e01,Archenemy: Nicol Bolas,legal,3.80,2.30
Sun Titan,e01,Archenemy: Nicol Bolas,legal,3.27,2.26
Bane of Progress,cma,Commander Anthology,not_legal,4.45,2.15
Eldrazi Monument,cma,Commander Anthology,legal,6.82,3.18
Eternal Witness,cma,Commander Anthology,legal,7.37,4.41
"Ezuri, Renegade Leader",cma,Commander Anthology,legal,4.77,3.28
"Freyalise, Llanowar's Fury",cma,Commander Anthology,not_legal,8.99,6.83
Joraga Warcaller,cma,Commander Anthology,legal,3.68,2.67
Kaalia of the Vast,cma,Commander Anthology,not_legal,16.27,11.82
Lightning Greaves,cma,Commander Anthology,legal,4.30,2.18
"Mazirek, Kraul Death Priest",cma,Commander Anthology,not_legal,4.44,2.14
Meren of Clan Nel Toth,cma,Commander Anthology,not_legal,8.99,7.46
Path to Exile,cma,Commander Anthology,legal,7.49,5.70
Priest of Titania,cma,Commander Anthology,not_legal,4.98,2.46
Song of the Dryads,cma,Commander Anthology,not_legal,6.51,3.91
Stranglehold,cma,Commander Anthology,not_legal,7.38,4.63
Sylvan Safekeeper,cma,Commander Anthology,not_legal,6.70,4.67
Thought Vessel,cma,Commander Anthology,not_legal,6.36,4.27
Thousand-Year Elixir,cma,Commander Anthology,legal,5.09,2.62
"Titania, Protector of Argoth",cma,Commander Anthology,not_legal,16.99,8.05
Anointed Procession,akh,Amonkhet,legal,5.36,3.38
As Foretold,akh,Amonkhet,legal,5.76,5.57
"Gideon, Martial Paragon",akh,Amonkhet,legal,2.57,3.22
Gideon of the Trials,akh,Amonkhet,legal,4.49,4.85
Hazoret the Fervent,akh,Amonkhet,legal,3.53,3.43
"Liliana, Death's Majesty",akh,Amonkhet,legal,6.97,5.81
"Liliana, Death Wielder",akh,Amonkhet,legal,4.93,4.23
"Nissa, Steward of Elements",akh,Amonkhet,legal,3.41,3.24
Rhonas the Indomitable,akh,Amonkhet,legal,8.99,5.92
Vizier of the Menagerie,akh,Amonkhet,legal,2.83,2.02
Glorybringer,pakh,Amonkhet Promos,legal,3.99,3.40
Aggravated Assault,mp2,Amonkhet Invocations,not_legal,32.05,23.84
Armageddon,mp2,Amonkhet Invocations,not_legal,31.85,26.93
Attrition,mp2,Amonkhet Invocations,not_legal,28.11,21.61
Austere Command,mp2,Amonkhet Invocations,legal,32.68,25.20
Avatar of Woe,mp2,Amonkhet Invocations,legal,20.76,19.16
Aven Mindcensor,mp2,Amonkhet Invocations,legal,25.88,22.21
Blood Moon,mp2,Amonkhet Invocations,legal,157.32,110.44
Boil,mp2,Amonkhet Invocations,legal,19.41,19.33
Bontu the Glorified,mp2,Amonkhet Invocations,legal,24.52,19.22
Capsize,mp2,Amonkhet Invocations,not_legal,39.58,31.90
Chain Lightning,mp2,Amonkhet Invocations,not_legal,31.24,30.45
Choke,mp2,Amonkhet Invocations,legal,40.32,35.67
Consecrated Sphinx,mp2,Amonkhet Invocations,legal,66.72,46.95
Containment Priest,mp2,Amonkhet Invocations,not_legal,56.43,45.04
Counterbalance,mp2,Amonkhet Invocations,legal,40.08,36.75
Counterspell,mp2,Amonkhet Invocations,not_legal,60.49,70.23
Cryptic Command,mp2,Amonkhet Invocations,legal,80.91,64.95
Damnation,mp2,Amonkhet Invocations,legal,104.95,80.70
Dark Ritual,mp2,Amonkhet Invocations,not_legal,52.45,33.14
Daze,mp2,Amonkhet Invocations,not_legal,72.64,89.40
Desolation Angel,mp2,Amonkhet Invocations,not_legal,19.71,21.21
Diabolic Edict,mp2,Amonkhet Invocations,not_legal,32.31,23.83
Diabolic Intent,mp2,Amonkhet Invocations,not_legal,40.84,35.50
Divert,mp2,Amonkhet Invocations,not_legal,19.22,14.89
Doomsday,mp2,Amonkhet Invocations,not_legal,26.27,18.54
Entomb,mp2,Amonkhet Invocations,not_legal,53.71,37.05
Forbid,mp2,Amonkhet Invocations,not_legal,28.08,21.78
Force of Will,mp2,Amonkhet Invocations,not_legal,212.61,155.24
Hazoret the Fervent,mp2,Amonkhet Invocations,legal,86.70,48.90
Kefnet the Mindful,mp2,Amonkhet Invocations,legal,23.94,19.99
Lord of Extinction,mp2,Amonkhet Invocations,legal,35.47,23.07
Loyal Retainers,mp2,Amonkhet Invocations,not_legal,29.39,25.12
Maelstrom Pulse,mp2,Amonkhet Invocations,legal,67.44,45.82
Mind Twist,mp2,Amonkhet Invocations,not_legal,30.04,26.90
No Mercy,mp2,Amonkhet Invocations,not_legal,44.30,31.50
Oketra the True,mp2,Amonkhet Invocations,legal,24.03,16.82
Omniscience,mp2,Amonkhet Invocations,legal,112.43,76.50
Opposition,mp2,Amonkhet Invocations,not_legal,22.70,21.74
Pact of Negation,mp2,Amonkhet Invocations,legal,48.47,37.94
Rhonas the Indomitable,mp2,Amonkhet Invocations,legal,54.31,39.58
Shatterstorm,mp2,Amonkhet Invocations,legal,23.00,19.99
Slaughter Pact,mp2,Amonkhet Invocations,legal,24.88,20.51
Spell Pierce,mp2,Amonkhet Invocations,legal,51.29,41.90
Stifle,mp2,Amonkhet Invocations,not_legal,44.88,39.00
Sunder,mp2,Amonkhet Invocations,not_legal,19.57,16.05
The Locust God,mp2,Amonkhet Invocations,legal,49.55,29.74
The Scarab God,mp2,Amonkhet Invocations,legal,94.21,61.09
The Scorpion God,mp2,Amonkhet Invocations,legal,28.19,22.17
Thoughtseize,mp2,Amonkhet Invocations,legal,160.75,111.27
Threads of Disloyalty,mp2,Amonkhet Invocations,legal,17.99,14.48
Through the Breach,mp2,Amonkhet Invocations,legal,91.35,81.56
Vindicate,mp2,Amonkhet Invocations,not_legal,29.28,24.47
Worship,mp2,Amonkhet Invocations,legal,35.11,33.58
Wrath of God,mp2,Amonkhet Invocations,legal,49.89,44.70
Coat of Arms,dds,Duel Decks: Mind vs. Might,legal,6.85,4.49
Abrupt Decay,mm3,Modern Masters 2017,legal,3.70,3.73
Arid Mesa,mm3,Modern Masters 2017,legal,37.84,27.41
Basilisk Collar,mm3,Modern Masters 2017,legal,4.10,3.34
Blood Moon,mm3,Modern Masters 2017,legal,16.86,18.74
Bonfire of the Damned,mm3,Modern Masters 2017,legal,2.98,2.62
Cavern of Souls,mm3,Modern Masters 2017,legal,77.04,71.40
Craterhoof Behemoth,mm3,Modern Masters 2017,legal,20.41,13.70
Cyclonic Rift,mm3,Modern Masters 2017,legal,16.75,10.56
Damnation,mm3,Modern Masters 2017,legal,26.77,17.03
Death's Shadow,mm3,Modern Masters 2017,legal,8.43,8.63
Domri Rade,mm3,Modern Masters 2017,legal,3.54,2.94
Entreat the Angels,mm3,Modern Masters 2017,legal,2.29,3.66
Gifts Ungiven,mm3,Modern Masters 2017,legal,3.69,3.82
Goblin Guide,mm3,Modern Masters 2017,legal,18.98,15.21
Grafdigger's Cage,mm3,Modern Masters 2017,legal,5.89,5.18
Griselbrand,mm3,Modern Masters 2017,legal,8.15,7.24
Inquisition of Kozilek,mm3,Modern Masters 2017,legal,4.41,4.18
Liliana of the Veil,mm3,Modern Masters 2017,legal,79.88,82.91
"Linvala, Keeper of Silence",mm3,Modern Masters 2017,legal,14.75,10.71
Marsh Flats,mm3,Modern Masters 2017,legal,39.90,28.38
Misty Rainforest,mm3,Modern Masters 2017,legal,41.38,31.24
Olivia Voldaren,mm3,Modern Masters 2017,legal,4.79,3.47
